tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.flags,tcp.len,tcp.window_size
443,54323,939313,53726,0x0010,1460,21
443,54323,940773,53726,0x0010,1460,21
443,54323,942233,53726,0x0010,1460,21
443,54323,943693,53726,0x0018,21,21
54323,443,53726,943714,0x0010,0,257
443,54323,943714,53726,0x0010,1460,21
54323,443,53726,945174,0x0010,0,257
443,54323,945174,53726,0x0010,1460,21
443,54323,946634,53726,0x0010,1460,21
443,54323,948094,53726,0x0010,1460,21
443,54323,949554,53726,0x0018,53,21
54323,443,53726,949607,0x0010,0,257
443,54323,949607,53726,0x0010,1460,21
443,54323,951067,53726,0x0018,557,21
54323,443,53726,951624,0x0010,0,257
443,54323,951624,53726,0x0010,1460,21
443,54323,953084,53726,0x0018,557,21
54323,443,53726,953641,0x0010,0,257
443,54323,953641,53726,0x0010,1460,21
443,54323,955101,53726,0x0018,557,21
54323,443,53726,955658,0x0010,0,257
443,54323,955658,53726,0x0010,1460,21
443,54323,957118,53726,0x0010,1460,21
54323,443,53726,958578,0x0010,0,257
443,54323,958578,53726,0x0010,1460,21
443,54323,960038,53726,0x0010,1460,21
54323,443,53726,961498,0x0010,0,257
443,54323,961498,53726,0x0018,245,21
443,54323,961743,53726,0x0010,1460,21
443,54323,963203,53726,0x0018,589,21
54323,443,53726,963792,0x0010,0,257
443,54323,963792,53726,0x0010,1460,21
443,54323,965252,53726,0x0018,589,21
54323,443,53726,965841,0x0010,0,257
443,54323,965841,53726,0x0010,1460,21
54323,443,53726,967301,0x0010,0,257
443,54323,967301,53726,0x0018,589,21
54323,443,53726,967890,0x0010,0,254
443,54323,967890,53726,0x0010,1460,21
443,54323,969350,53726,0x0018,589,21
54323,443,53726,969939,0x0010,0,257
443,54323,969939,53726,0x0010,1460,21
443,54323,971399,53726,0x0018,589,21
54323,443,53726,971988,0x0010,0,257
443,54323,971988,53726,0x0010,1460,21
443,54323,973448,53726,0x0018,621,21
443,54323,974069,53726,0x0010,1460,21
54323,443,53726,975529,0x0010,0,257
443,54323,975529,53726,0x0018,621,21
54323,443,53726,976150,0x0010,0,254
443,54323,976150,53726,0x0010,1460,21
443,54323,977610,53726,0x0018,621,21
54323,443,53726,978231,0x0010,0,257
443,54323,978231,53726,0x0010,1460,21
443,54323,979691,53726,0x0018,653,21
54323,443,53726,980344,0x0010,0,257
443,54323,980344,53726,0x0010,1460,21
443,54323,981804,53726,0x0018,653,21
54323,443,53726,982457,0x0010,0,257
443,54323,982457,53726,0x0010,1460,21
443,54323,983917,53726,0x0018,653,21
54323,443,53726,984570,0x0010,0,257
443,54323,984570,53726,0x0010,1460,21
443,54323,986030,53726,0x0018,653,21
54323,443,53726,986683,0x0010,0,257
443,54200,656,240,0x0018,27,501
443,54323,986683,53726,0x0010,1460,21
443,54323,988143,53726,0x0018,685,21
54323,443,53726,988828,0x0010,0,257
54200,443,240,683,0x0010,0,513
443,54323,988828,53726,0x0010,1460,21
443,54323,990288,53726,0x0018,685,21
54323,443,53726,990973,0x0010,0,257
443,54323,990973,53726,0x0010,1460,21
443,54323,992433,53726,0x0018,685,21
54323,443,53726,993118,0x0010,0,257
443,54323,993118,53726,0x0010,1460,21
443,54323,994578,53726,0x0018,685,21
54323,443,53726,995263,0x0010,0,257
443,54323,995263,53726,0x0010,1460,21
443,54323,996723,53726,0x0018,685,21
54323,443,53726,997408,0x0010,0,257
54323,443,53726,997408,0x0018,35,257
443,54323,997408,53761,0x0010,1460,21
443,54323,998868,53761,0x0018,685,21
54323,443,53761,999553,0x0010,0,257
443,54323,999553,53761,0x0010,1460,21
443,54323,1001013,53761,0x0018,717,21
54323,443,53761,1001730,0x0010,0,257
443,54323,1001730,53761,0x0010,1460,21
443,54323,1003190,53761,0x0018,717,21
54323,443,53761,1003907,0x0010,0,257
443,54323,1003907,53761,0x0010,1460,21
443,54323,1005367,53761,0x0018,717,21
54323,443,53761,1006084,0x0010,0,257
443,54323,1006084,53761,0x0010,1460,21
443,54323,1007544,53761,0x0018,717,21
54323,443,53761,1008261,0x0010,0,257
443,54323,1008261,53761,0x0010,1460,21
443,54323,1009721,53761,0x0018,717,21
54323,443,53761,1010438,0x0010,0,257
443,54323,1010438,53761,0x0010,1460,21
443,54323,1011898,53761,0x0018,749,21
54323,443,53761,1012647,0x0010,0,257
54323,443,53761,1012647,0x0018,35,257
443,54323,1012647,53796,0x0010,1460,21
443,54323,1014107,53796,0x0018,749,21
54323,443,53796,1014856,0x0010,0,257
443,54323,1014856,53796,0x0010,1460,21
443,54323,1016316,53796,0x0018,749,21
54323,443,53796,1017065,0x0010,0,257
443,54323,1017065,53796,0x0010,1460,21
443,54323,1018525,53796,0x0018,749,21
54323,443,53796,1019274,0x0010,0,257
443,54323,1019274,53796,0x0010,1460,21
443,54323,1020734,53796,0x0018,781,21
54323,443,53796,1021515,0x0010,0,257
443,54323,1021515,53796,0x0010,1460,21
443,54323,1022975,53796,0x0018,781,21
54323,443,53796,1023756,0x0010,0,257
443,54323,1023756,53796,0x0010,1460,21
443,54323,1025216,53796,0x0018,781,21
54323,443,53796,1025997,0x0010,0,257
443,54323,1025997,53796,0x0010,1460,21
443,54323,1027457,53796,0x0018,781,21
54323,443,53796,1028238,0x0010,0,257
443,54323,1028238,53796,0x0010,1460,21
443,54323,1029698,53796,0x0018,781,21
54323,443,53796,1030479,0x0010,0,257
443,54323,1030479,53796,0x0010,1460,21
443,54323,1031939,53796,0x0018,813,21
54323,443,53796,1032752,0x0010,0,257
443,54323,1032752,53796,0x0010,1460,21
443,54323,1034212,53796,0x0018,813,21
54323,443,53796,1035025,0x0010,0,257
443,54323,1035025,53796,0x0010,1460,21
443,54323,1036485,53796,0x0018,813,21
54323,443,53796,1037298,0x0010,0,257
443,54323,1037298,53796,0x0010,1460,21
443,54323,1038758,53796,0x0018,813,21
54323,443,53796,1039571,0x0010,0,257
443,54323,1039571,53796,0x0010,1460,21
443,54323,1041031,53796,0x0018,813,21
54323,443,53796,1041844,0x0010,0,257
443,54323,1041844,53796,0x0010,1460,21
443,54323,1043304,53796,0x0018,845,21
54323,443,53796,1044149,0x0010,0,257
443,54323,1044149,53796,0x0010,1460,21
443,54323,1045609,53796,0x0018,845,21
54323,443,53796,1046454,0x0010,0,257
443,54323,1046454,53796,0x0010,1460,21
443,54323,1047914,53796,0x0018,845,21
54323,443,53796,1048759,0x0010,0,257
443,54323,1048759,53796,0x0010,1460,21
443,54323,1050219,53796,0x0018,845,21
443,54323,1051064,53796,0x0010,1460,21
54323,443,53796,1052524,0x0010,0,257
443,54323,1052524,53796,0x0018,877,21
54323,443,53796,1053401,0x0010,0,253
443,54323,1053401,53796,0x0010,1460,21
443,54323,1054861,53796,0x0018,877,21
54323,443,53796,1055738,0x0010,0,257
443,54323,1055738,53796,0x0010,1460,21
443,54323,1057198,53796,0x0018,877,21
54323,443,53796,1058075,0x0010,0,257
443,54323,1058075,53796,0x0010,1460,21
443,54323,1059535,53796,0x0018,877,21
54323,443,53796,1060412,0x0010,0,257
443,54323,1060412,53796,0x0010,1460,21
443,54323,1061872,53796,0x0018,909,21
54323,443,53796,1062781,0x0010,0,257
443,54323,1062781,53796,0x0010,1460,21
443,54323,1064241,53796,0x0018,909,21
54323,443,53796,1065150,0x0010,0,257
443,54323,1065150,53796,0x0010,1460,21
443,54323,1066610,53796,0x0018,909,21
54323,443,53796,1067519,0x0010,0,257
443,54323,1067519,53796,0x0010,1460,21
443,54323,1068979,53796,0x0018,898,21
54323,443,53796,1069877,0x0010,0,257
443,54323,1069877,53796,0x0010,1460,21
443,54323,1071337,53796,0x0018,941,21
54323,443,53796,1072278,0x0010,0,257
443,54323,1072278,53796,0x0010,1460,21
443,54323,1073738,53796,0x0018,941,21
54323,443,53796,1074679,0x0010,0,257
54308,443,1,1,0x0011,0,1024
443,54323,1074679,53796,0x0010,1460,21
443,54323,1076139,53796,0x0018,941,21
443,54323,1077080,53796,0x0010,1460,21
443,54323,1078540,53796,0x0018,941,21
54323,443,53796,1079481,0x0010,0,257
443,54323,1079481,53796,0x0010,1460,21
443,54323,1080941,53796,0x0018,941,21
54323,443,53796,1081882,0x0010,0,257
443,54323,1081882,53796,0x0010,1460,21
443,54323,1083342,53796,0x0018,973,21
54323,443,53796,1084315,0x0010,0,257
443,54323,1084315,53796,0x0010,1460,21
443,54323,1085775,53796,0x0018,973,21
54323,443,53796,1086748,0x0010,0,257
443,54323,1086748,53796,0x0010,1460,21
443,54323,1088208,53796,0x0018,973,21
54323,443,53796,1089181,0x0010,0,257
443,54323,1089181,53796,0x0010,1460,21
443,54323,1090641,53796,0x0018,973,21
54323,443,53796,1091614,0x0010,0,257
443,54323,1091614,53796,0x0010,1460,21
443,54323,1093074,53796,0x0018,1005,21
54323,443,53796,1094079,0x0010,0,257
443,54324,49924,2910,0x0018,1306,190
443,54323,1094079,53796,0x0010,1460,21
443,54323,1095539,53796,0x0018,1005,21
54323,443,53796,1096544,0x0010,0,257
443,54323,1096544,53796,0x0010,1460,21
443,54323,1098004,53796,0x0018,1005,21
54323,443,53796,1099009,0x0010,0,257
443,54323,1099009,53796,0x0010,1460,21
443,54323,1100469,53796,0x0018,1005,21
54323,443,53796,1101474,0x0010,0,257
443,54308,1,2,0x0011,0,16382
54308,443,2,2,0x0010,0,1024
443,54366,894,2322,0x0018,31,42496
443,54366,925,2322,0x0011,0,42496
54366,443,2322,926,0x0010,0,64768
54329,443,1,79,0x0010,1,255
443,54323,1101474,53796,0x0010,1460,21
443,54323,1102934,53796,0x0018,1005,21
54323,443,53796,1103939,0x0010,0,257
443,54323,1103939,53796,0x0010,1460,21
443,54323,1105399,53796,0x0018,1037,21
54323,443,53796,1106436,0x0010,0,257
443,54323,1106436,53796,0x0010,1460,21
443,54323,1107896,53796,0x0018,1037,21
54323,443,53796,1108933,0x0010,0,257
443,54323,1108933,53796,0x0010,1460,21
443,54323,1110393,53796,0x0018,1037,21
54323,443,53796,1111430,0x0010,0,257
443,54323,1111430,53796,0x0010,1460,21
443,54323,1112890,53796,0x0018,1037,21
54323,443,53796,1113927,0x0010,0,257
443,54323,1113927,53796,0x0010,1460,21
443,54323,1115387,53796,0x0018,1037,21
54323,443,53796,1116424,0x0010,0,257
443,54329,79,2,0x0010,0,128
443,54323,1116424,53796,0x0010,1460,21
443,54323,1117884,53796,0x0018,1069,21
54323,443,53796,1118953,0x0010,0,257
443,54323,1118953,53796,0x0010,1460,21
443,54323,1120413,53796,0x0018,1069,21
54323,443,53796,1121482,0x0010,0,257
443,54323,1121482,53796,0x0010,1460,21
443,54323,1122942,53796,0x0018,1069,21
54323,443,53796,1124011,0x0010,0,257
443,54323,1124011,53796,0x0010,1460,21
443,54323,1125471,53796,0x0018,1069,21
54323,443,53796,1126540,0x0010,0,257
443,54323,1126540,53796,0x0010,1460,21
443,54323,1128000,53796,0x0018,1058,21
54323,443,53796,1129058,0x0010,0,257
443,54323,1129058,53796,0x0010,1460,21
443,54323,1130518,53796,0x0018,1101,21
54323,443,53796,1131619,0x0010,0,257
443,54323,1131619,53796,0x0010,1460,21
443,54323,1133079,53796,0x0018,1101,21
54323,443,53796,1134180,0x0010,0,257
443,54323,1134180,53796,0x0010,1460,21
443,54323,1135640,53796,0x0018,1101,21
54323,443,53796,1136741,0x0010,0,257
443,54323,1136741,53796,0x0010,1460,21
443,54323,1138201,53796,0x0018,1101,21
54323,443,53796,1139302,0x0010,0,257
54370,443,0,0,0x0002,0,64240
443,54323,1139302,53796,0x0010,1460,21
443,54323,1140762,53796,0x0018,1101,21
54323,443,53796,1141863,0x0010,0,257
443,54323,1141863,53796,0x0010,1460,21
443,54323,1143323,53796,0x0018,1133,21
54323,443,53796,1144456,0x0010,0,257
443,54370,0,1,0x0012,0,26883
54370,443,1,1,0x0010,0,131328
54370,443,1,1,0x0018,309,131328
443,54323,1144456,53796,0x0010,1460,21
443,54323,1145916,53796,0x0018,1133,21
54323,443,53796,1147049,0x0010,0,257
53469,443,44,175,0x0018,43,513
443,54323,1147049,53796,0x0010,1460,21
443,54323,1148509,53796,0x0018,1133,21
54323,443,53796,1149642,0x0010,0,257
443,54323,1149642,53796,0x0010,1460,21
443,54323,1151102,53796,0x0010,1460,21
443,54323,1152562,53796,0x0010,1460,21
443,54323,1154022,53796,0x0018,785,21
54323,443,53796,1154807,0x0010,0,257
443,54370,1,310,0x0010,0,28160
443,54370,1,310,0x0010,1460,28160
443,54370,1461,310,0x0010,1460,28160
443,54370,2921,310,0x0010,1460,28160
443,54370,4381,310,0x0018,1023,28160
443,54323,1154807,53796,0x0010,1460,21
54370,443,310,5404,0x0010,0,131328
443,54323,1156267,53796,0x0018,1225,21
54323,443,53796,1157492,0x0010,0,257
54370,443,310,5404,0x0018,126,131328
443,53469,175,87,0x0018,174,7295
54289,443,2368,1057,0x0014,0,0
54295,443,1,33,0x0014,0,0
53469,443,87,349,0x0010,0,512
443,54323,1157492,53796,0x0010,1460,21
443,54323,1158952,53796,0x0018,1289,21
54323,443,53796,1160241,0x0010,0,257
443,54370,5404,436,0x0010,0,28160
443,54370,5404,436,0x0018,171,28160
54370,443,436,5575,0x0018,256,131072
54321,443,6549,2767,0x0018,85,257
54321,443,6634,2767,0x0018,39,257
54321,443,6673,2767,0x0018,989,257
54371,443,0,0,0x0002,0,64240
443,54321,2767,6634,0x0010,0,16
443,54321,2767,6673,0x0010,0,16
443,54321,2767,6673,0x0018,39,16
443,54321,2806,7662,0x0010,0,16
54321,443,7662,2806,0x0010,0,256
54170,443,30,26,0x0010,1,512
443,54321,2806,7662,0x0018,496,16
443,54321,3302,7662,0x0018,47,16
443,54321,3349,7662,0x0018,31,16
54321,443,7662,3380,0x0010,0,254
54321,443,7662,3380,0x0018,35,254
443,54321,3380,7697,0x0010,0,16
443,54370,5575,692,0x0018,54,29184
54370,443,692,5629,0x0018,3957,131072
443,54371,0,1,0x0012,0,26883
54371,443,1,1,0x0010,0,131328
54371,443,1,1,0x0018,311,131328
54372,443,0,0,0x0002,0,65535
443,54170,26,31,0x0010,0,76
443,54370,5629,4649,0x0010,0,65024
443,54370,5629,4649,0x0018,171,65024
443,54372,0,1,0x0012,0,65535
54372,443,1,1,0x0010,0,262144
54372,443,1,1,0x0018,740,262144
443,54371,1,312,0x0010,0,28160
443,54371,1,312,0x0010,1460,28160
443,54371,1461,312,0x0010,1460,28160
443,54371,2921,312,0x0010,1460,28160
443,54371,4381,312,0x0018,1030,28160
54371,443,312,5411,0x0010,0,131328
54371,443,312,5411,0x0018,126,131328
54370,443,4649,5800,0x0010,0,130816
443,54367,4221,2589,0x0018,31,42496
443,54367,4252,2589,0x0011,0,42496
54367,443,2589,4253,0x0010,0,64256
443,54372,1,741,0x0010,0,4193792
443,54372,1,741,0x0018,99,4193792
54372,443,741,100,0x0010,0,261888
54372,443,741,100,0x0018,811,261888
443,54371,5411,438,0x0010,0,28160
443,54371,5411,438,0x0018,171,28160
54371,443,438,5582,0x0018,311,131072
443,54372,100,1552,0x0010,0,4194560
443,54372,100,1552,0x0018,291,4194560
54372,443,1552,391,0x0010,0,261632
443,54371,5582,749,0x0018,54,29184
54371,443,749,5636,0x0018,2818,131072
54372,443,1552,391,0x0018,74,261632
54372,443,1626,391,0x0018,80,261632
54372,443,1706,391,0x0018,242,261632
443,54323,1160241,53796,0x0018,233,21
443,54323,1160474,53796,0x0018,45,21
54323,443,53796,1160519,0x0010,0,255
443,54323,1160519,53796,0x0018,31,21
54323,443,53796,1160550,0x0010,0,255
54323,443,53796,1160550,0x0018,5796,255
54323,443,59592,1160550,0x0018,544,255
443,54323,1160550,59592,0x0010,0,22
443,54372,391,1626,0x0010,0,4194304
443,54372,391,1706,0x0010,0,4194304
443,54372,391,1948,0x0010,0,4194048
443,54372,391,1948,0x0018,62,4194048
54372,443,1948,453,0x0010,0,261632
54372,443,1948,453,0x0018,31,261632
443,54323,1160550,60136,0x0010,0,23
443,54371,5636,3567,0x0010,0,49920
54175,443,1,1,0x0010,1,512
443,54372,453,1948,0x0018,31,4194048
54372,443,1979,484,0x0010,0,261632
443,54372,484,1979,0x0010,0,4194048
443,54175,0,2,0x0010,0,501
54175,443,2,1,0x0010,0,512
443,54175,1,2,0x0010,0,501
443,54371,5636,3567,0x0018,458,49920
443,54323,1160550,60136,0x0018,308,23
443,54323,1160858,60136,0x0018,51,23
443,54323,1160909,60136,0x0018,31,23
54323,443,60136,1160940,0x0010,0,254
54371,443,3567,6094,0x0010,0,130560
443,54372,484,1979,0x0018,836,4194048
54372,443,1979,1320,0x0010,0,260608
443,54298,1,2,0x0014,0,0
54364,443,4351,26041,0x0018,174,131328
443,54364,26041,4525,0x0018,60,60672
54364,443,4525,26101,0x0010,0,131328
54309,443,6201,3425,0x0018,199,258
54309,443,6400,3425,0x0018,39,258
54309,443,6439,3425,0x0018,1794,258
443,54309,3425,6400,0x0010,0,63
443,54309,3425,6400,0x0018,35,63
443,54309,3460,6439,0x0018,39,63
54309,443,8233,3499,0x0010,0,258
443,54309,3499,8233,0x0010,0,63
443,54309,3499,8233,0x0018,1082,63
54309,443,8233,4581,0x0018,35,254
443,54200,683,240,0x0018,104,501
443,54309,4581,8268,0x0010,0,63
54323,443,60136,1160940,0x0018,5811,254
54323,443,65947,1160940,0x0018,646,254
443,54323,1160940,61536,0x0010,0,23
443,54323,1160940,64336,0x0010,0,24
443,54323,1160940,65736,0x0010,0,24
443,54323,1160940,65947,0x0010,0,25
443,54323,1160940,66593,0x0010,0,25
54200,443,240,787,0x0010,0,513
54200,443,240,787,0x0018,31,513
54364,443,4525,26101,0x0018,96,131328
443,54200,787,271,0x0010,0,501
443,54323,1160940,66593,0x0018,300,25
443,54323,1161240,66593,0x0010,1460,25
443,54323,1162700,66593,0x0010,1460,25
54323,443,66593,1164160,0x0010,0,257
443,54323,1164160,66593,0x0010,1460,25
54323,443,66593,1165620,0x0010,0,257
443,54323,1165620,66593,0x0018,1243,25
443,54323,1166863,66593,0x0018,31,25
54323,443,66593,1166894,0x0010,0,252
54323,443,66593,1166894,0x0018,35,252
443,54364,26101,4621,0x0018,72,60672
443,54323,1166894,66628,0x0010,0,25
54364,443,4621,26173,0x0010,0,131072
54339,443,1,1,0x0011,0,256
54371,443,3567,6094,0x0018,311,130560
443,54339,1,2,0x0011,0,16385
54339,443,2,2,0x0010,0,256
443,54371,6094,3878,0x0018,54,52992
54371,443,3878,6148,0x0018,1030,130560
443,54371,6148,4908,0x0010,0,70912
54363,443,1226,736,0x0018,243,130560
443,54371,6148,4908,0x0018,458,70912
54371,443,4908,6606,0x0010,0,130048
443,54363,736,1469,0x0018,54,31488
54363,443,1469,790,0x0018,698,130560
54364,443,4621,26173,0x0018,99,131072
443,54363,790,2167,0x0018,534,33024
443,54364,26173,4720,0x0018,72,60672
443,54364,26245,4720,0x0018,1060,60672
443,54364,27305,4720,0x0018,193,60672
443,54364,27498,4720,0x0018,239,60672
54364,443,4720,27737,0x0010,0,131328
54363,443,2167,1324,0x0010,0,130048
443,54369,3465,2215,0x0018,31,42496
443,54369,3496,2215,0x0011,0,42496
54369,443,2215,3497,0x0010,0,131072
443,54368,4221,2653,0x0018,31,42496
443,54368,4252,2653,0x0011,0,42496
54368,443,2653,4253,0x0010,0,130304
54364,443,4720,27737,0x0018,98,131328
443,54364,27737,4818,0x0018,72,60672
443,54364,27809,4818,0x0018,1061,60672
443,54364,28870,4818,0x0018,192,60672
443,54364,29062,4818,0x0018,239,60672
54364,443,4818,29301,0x0010,0,131328
54364,443,4818,29301,0x0018,97,131328
443,54177,21054,1160,0x0010,1410,6146
443,54177,22464,1160,0x0010,1410,6146
443,54177,23874,1160,0x0010,1410,6146
54177,443,1160,25284,0x0010,0,1031
443,54177,25284,1160,0x0010,1410,6146
443,54177,26694,1160,0x0010,1410,6146
54177,443,1160,28104,0x0010,0,1031
443,54177,28104,1160,0x0010,1410,6146
54177,443,1160,29514,0x0010,0,1031
443,54177,29514,1160,0x0010,1410,6146
443,54177,30924,1160,0x0010,1410,6146
54177,443,1160,32334,0x0010,0,1031
443,54177,32334,1160,0x0010,1410,6146
443,54177,33744,1160,0x0010,1410,6146
54177,443,1160,35154,0x0010,0,1031
443,54177,35154,1160,0x0010,1410,6146
443,54177,36564,1160,0x0010,1410,6146
443,54177,37974,1160,0x0018,779,6146
54177,443,1160,38753,0x0010,0,1031
54177,443,1160,38753,0x0018,332,1031
54177,443,1492,38753,0x0018,57,1031
443,54364,29301,4915,0x0018,72,60672
443,54364,29373,4915,0x0018,1060,60672
443,54364,30433,4915,0x0018,193,60672
443,54364,30626,4915,0x0018,239,60672
54364,443,4915,30865,0x0010,0,131328
443,54177,38753,1549,0x0010,0,6144
443,54177,38753,1549,0x0018,46,6144
54177,443,1549,38799,0x0010,0,1031
443,54177,38799,1549,0x0010,1410,6144
443,54177,40209,1549,0x0018,698,6144
54177,443,1549,40907,0x0010,0,1031
54177,443,1549,40907,0x0018,332,1031
54177,443,1881,40907,0x0018,57,1031
443,54294,1,2,0x0014,0,0
443,54177,40907,1938,0x0010,0,6143
443,54177,40907,1938,0x0018,46,6143
54177,443,1938,40953,0x0010,0,1031
54364,443,4915,30865,0x0018,98,131328
443,54364,30865,5013,0x0018,72,60672
443,54364,30937,5013,0x0018,1060,60672
443,54364,31997,5013,0x0018,192,60672
443,54364,32189,5013,0x0018,240,60672
54364,443,5013,32429,0x0010,0,131328
54175,443,1,1,0x0010,1,512
443,54175,1,2,0x0010,0,501
54364,443,5013,32429,0x0018,102,131328
443,54364,32429,5115,0x0018,72,60672
443,54364,32501,5115,0x0010,1460,60672
443,54364,33961,5115,0x0018,742,60672
54364,443,5115,34703,0x0010,0,131328
443,54364,34703,5115,0x0018,1098,60672
443,54364,35801,5115,0x0018,799,60672
54364,443,5115,36600,0x0010,0,131328
443,54364,36600,5115,0x0018,1061,60672
443,54364,37661,5115,0x0018,193,60672
443,54364,37854,5115,0x0018,238,60672
54364,443,5115,38092,0x0010,0,131328
54364,443,5115,38092,0x0018,143,131328
54330,443,1,1,0x0011,0,1024
443,54364,38092,5258,0x0018,103,63488
54364,443,5258,38195,0x0010,0,131072
443,54330,1,2,0x0011,0,16384
54330,443,2,2,0x0010,0,1024
443,54200,787,271,0x0018,27,501
54200,443,271,814,0x0010,0,513
54364,443,5258,38195,0x0018,98,131072
443,54364,38195,5356,0x0018,72,63488
443,54364,39327,5356,0x0018,193,63488
443,54364,39520,5356,0x0018,238,63488
443,54364,38267,5356,0x0018,1060,63488
54364,443,5356,38267,0x0010,0,131072
54364,443,5356,38267,0x0010,0,131072
54364,443,5356,39758,0x0010,0,131328
54343,443,1,1,0x0011,0,1024
443,54343,1,2,0x0011,0,9
54343,443,2,2,0x0010,0,1024
54278,443,0,79,0x0010,1,255
54166,5938,49,25,0x0018,24,510
443,54278,79,0,0x0004,0,0
54363,443,2167,1324,0x0018,243,130048
54364,443,5356,39758,0x0018,98,131328
5938,54166,25,73,0x0010,0,1917
5938,54166,25,73,0x0018,24,1917
54166,5938,73,49,0x0010,0,510
443,54364,39758,5454,0x0018,72,63488
443,54363,1324,2410,0x0018,54,34304
443,54364,39830,5454,0x0018,1061,63488
443,54364,40891,5454,0x0018,194,63488
443,54364,41085,5454,0x0018,237,63488
54364,443,5454,41322,0x0010,0,131328
54363,443,2410,1378,0x0018,717,129792
